age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,threshold
34,5,11,2,4,0,4,1,0,0,50,0
34,4,9,2,10,0,4,1,0,0,40,1
34,4,11,5,13,4,2,0,0,0,35,0
34,4,11,4,1,3,4,1,0,0,40,0
34,4,15,4,3,1,4,1,0,0,40,0
34,4,11,4,12,3,4,0,0,0,35,0
34,4,11,2,8,0,4,1,0,0,45,0
34,4,11,2,4,0,4,1,0,0,40,0
34,6,11,3,3,1,4,1,0,0,50,1
34,4,1,4,14,4,4,1,0,0,40,0
34,4,12,0,4,1,4,0,2202,0,40,0
34,4,9,4,12,4,4,0,0,0,41,0
34,6,9,2,4,0,4,1,0,1485,35,0
34,4,15,2,3,0,1,1,0,0,40,0
34,4,11,2,3,0,4,1,0,0,40,0
34,4,9,4,10,1,4,0,0,0,40,0
34,4,11,2,3,0,4,1,0,1848,50,1
34,4,11,0,7,4,4,0,0,0,40,0
34,4,1,2,14,0,4,1,0,0,40,0
34,6,11,4,3,3,4,1,0,0,45,0
34,4,15,0,1,4,4,0,0,0,40,0
34,4,8,4,8,1,4,1,0,0,50,0
34,4,2,2,3,0,4,1,0,0,40,0
34,4,15,2,12,0,4,1,0,0,45,1
34,4,11,0,4,4,4,0,2977,0,50,0
34,4,0,2,3,0,4,1,0,0,40,0
34,4,15,4,1,3,4,1,0,0,40,0
34,4,15,4,8,3,2,0,0,0,35,0
34,1,11,0,8,1,4,0,0,0,40,0
34,4,11,5,8,1,4,0,0,0,35,0
34,4,11,2,3,0,4,1,0,1848,50,1
34,5,11,0,12,4,4,1,0,0,50,1
34,4,6,5,7,4,4,0,0,0,35,0
34,4,11,2,12,0,4,1,0,0,50,0
34,4,9,2,10,5,4,0,0,1887,40,1
34,4,11,0,7,1,4,1,0,0,40,0
34,5,12,5,10,1,4,0,4787,0,40,1
34,4,11,4,6,1,2,1,0,0,40,0
34,6,11,2,14,0,4,1,0,0,35,0
34,4,15,4,13,1,2,0,0,0,50,0
34,4,11,4,8,1,1,1,0,0,40,0
34,5,9,0,12,4,4,0,0,0,40,0
34,4,15,2,4,0,4,1,0,0,50,1
34,4,11,2,14,0,4,1,0,0,45,0
34,4,11,4,13,2,4,0,0,0,40,0
34,4,15,2,3,0,4,1,0,1651,38,0
34,4,11,4,14,3,4,1,0,1980,40,0
34,7,11,4,8,1,2,0,0,0,40,0
34,4,9,2,10,0,4,1,0,0,45,0
34,4,11,2,3,0,4,1,0,0,48,1
34,4,14,2,10,0,4,1,0,0,50,1
34,4,12,4,10,1,4,1,0,0,40,0
34,2,12,0,10,1,4,0,0,0,50,0
34,6,11,2,5,0,4,1,0,0,45,0
34,6,11,3,8,4,4,0,0,0,45,0
34,4,11,4,3,1,4,1,0,0,48,0
34,4,11,4,7,1,2,1,0,2001,40,0
34,4,12,0,10,4,4,0,0,0,40,0
34,4,9,2,12,0,4,1,0,1977,50,1
34,4,15,4,1,4,4,0,0,0,38,0
34,4,15,4,1,1,4,0,0,0,40,0
34,4,0,2,6,0,4,1,0,0,40,0
34,4,7,2,10,0,2,1,0,0,50,1
34,6,10,2,10,0,4,1,0,0,50,1
34,7,15,0,11,4,2,1,0,0,47,0
34,4,11,2,5,0,2,1,0,0,40,0
34,4,11,2,14,0,4,1,0,0,40,1
34,4,12,2,4,0,1,1,7298,0,35,1
34,4,0,4,8,4,2,0,0,0,40,0
34,4,11,2,13,0,4,1,0,1672,42,0
34,4,9,4,4,1,4,0,4650,0,50,0
34,4,15,4,1,1,1,0,0,0,35,0
34,4,15,0,12,1,4,0,0,0,40,0
34,4,11,4,6,3,4,1,2174,0,40,0
34,4,12,2,12,0,4,1,0,0,40,0
34,4,15,2,10,0,4,1,0,0,45,0
34,0,1,2,0,0,4,1,0,0,40,0
34,4,15,4,8,1,4,0,0,0,40,0
34,4,11,2,14,0,4,1,0,0,40,0
34,4,11,0,6,3,4,0,0,0,40,0
34,4,15,2,4,0,4,1,3103,0,45,1
34,4,6,2,3,0,4,1,0,0,50,0
34,4,15,2,1,0,4,1,0,0,50,0
34,0,8,2,0,0,4,1,0,0,35,0
34,4,15,2,10,0,4,1,0,1902,38,1
34,4,11,4,7,4,2,0,0,0,48,0
34,1,15,0,13,1,4,0,0,0,40,0
34,4,11,4,1,4,4,0,0,0,40,0
34,4,15,5,7,1,3,1,0,0,40,0
34,4,11,0,3,1,4,1,0,1408,38,0
34,5,8,0,12,4,4,0,0,0,40,0
34,4,15,2,14,0,4,1,0,0,40,0
34,4,15,2,14,0,4,1,4064,0,40,0
34,4,15,2,3,0,4,1,0,0,45,0
35,4,9,2,12,0,4,1,0,0,45,1
35,4,11,4,7,3,4,1,0,0,40,0
35,4,11,0,7,4,4,0,0,0,50,0
35,4,15,2,3,0,4,1,0,0,45,0
35,4,11,2,12,0,4,1,0,0,50,0
35,4,12,2,1,0,4,1,0,0,38,0
35,4,15,2,12,0,4,1,0,0,40,0
35,4,11,4,1,1,4,1,8614,0,40,1
35,4,8,3,10,4,4,0,0,0,44,0
35,7,11,4,8,4,2,0,0,0,40,0
35,4,9,4,12,4,4,0,0,0,40,1
35,6,11,0,7,4,4,1,0,0,40,0
35,4,11,5,4,1,4,0,0,0,36,0
35,4,11,2,7,5,2,0,0,0,40,0
35,0,11,2,0,5,2,0,0,0,40,0
35,4,9,2,12,0,4,1,0,0,40,0
35,4,9,2,10,0,4,1,0,1977,48,1
35,4,11,0,6,2,4,1,0,0,40,0
35,4,9,2,14,0,4,1,0,0,40,0
35,4,11,2,12,0,1,1,0,1887,50,1
35,4,15,2,13,0,4,1,0,0,40,0
35,6,11,2,3,5,2,0,0,0,40,1
35,4,15,4,12,1,4,1,0,0,40,0
35,4,11,2,5,0,4,1,0,1672,50,0
35,4,15,2,10,0,4,1,0,0,50,1
35,4,11,4,8,1,2,0,0,0,40,0
35,4,8,2,13,0,4,1,7298,0,48,1
35,4,2,2,8,0,2,1,0,0,40,0
35,4,9,2,10,0,4,1,0,0,50,1
35,4,8,3,7,1,2,1,0,0,40,0
35,1,11,2,1,0,4,1,0,0,40,0
35,4,12,2,10,5,4,0,15024,0,50,1
35,4,15,2,6,0,4,1,0,1579,40,0
35,4,11,2,1,0,4,1,0,0,40,0
35,4,15,4,4,1,4,0,0,0,50,0
35,4,15,3,1,1,2,0,0,0,40,0
35,4,7,2,10,0,4,1,0,0,45,0
35,4,11,4,7,1,4,0,0,0,40,0
35,1,7,0,10,4,2,0,0,0,40,0
35,7,11,2,3,0,4,1,0,1651,40,0
35,6,9,4,10,3,4,0,0,0,40,0
35,4,9,2,4,0,4,1,0,1887,50,1
35,4,15,2,3,0,4,1,0,0,40,1
35,4,9,4,4,1,4,1,0,0,45,0
35,4,11,2,8,2,2,1,0,0,40,0
35,4,8,2,3,0,4,1,0,0,50,0
35,4,9,2,12,0,4,1,0,1887,52,1
35,4,15,0,1,1,4,0,0,0,45,0
35,0,11,4,0,3,4,1,0,0,40,0
35,4,11,2,12,0,4,1,0,0,50,0
35,6,11,2,4,0,4,1,0,0,35,0
35,4,11,2,3,0,4,1,0,0,40,0
35,4,5,2,6,0,4,1,0,0,40,0
35,1,15,2,13,0,4,1,0,0,40,0
35,4,9,2,10,0,4,1,0,0,50,1
35,2,7,2,13,0,4,1,0,0,40,0
35,4,9,0,4,4,4,0,0,0,40,0
35,4,12,4,10,1,4,0,0,0,38,1
35,4,11,0,4,1,4,1,0,0,50,0
35,4,15,2,10,0,4,1,0,0,40,1
35,4,11,4,7,1,4,1,0,0,40,0
35,4,11,2,4,0,4,1,5178,0,40,1
35,4,11,2,1,0,4,1,0,0,45,0
35,4,11,2,7,0,4,1,2885,0,40,0
35,4,0,0,7,1,4,1,0,0,50,0
35,4,0,2,3,0,4,1,0,0,40,0
35,4,9,4,12,1,4,1,10520,0,45,1
35,4,9,2,4,0,4,1,0,0,50,1
35,4,8,2,3,0,4,1,0,0,42,1
35,4,11,2,14,0,4,1,0,0,45,0
35,4,11,2,7,0,4,1,0,0,45,1
35,4,8,0,12,1,4,1,0,0,40,0
35,7,11,2,3,0,4,1,0,0,40,0
35,4,8,0,8,4,4,0,0,0,35,0
35,4,9,2,12,0,4,1,0,0,50,0
35,6,11,2,3,0,4,1,3103,0,40,1
35,1,15,0,1,1,4,0,0,0,50,0
35,4,12,4,10,3,4,1,0,1564,40,1
35,4,15,4,12,4,4,1,0,0,50,0
35,2,11,2,3,0,4,1,0,0,40,0
35,4,4,2,6,0,4,1,0,0,40,0
35,4,11,2,12,0,4,1,0,0,44,0
35,4,2,5,7,4,4,0,0,0,40,0
35,6,9,2,4,0,4,1,0,0,50,1
35,4,11,2,7,0,4,1,0,0,40,0
35,4,11,2,6,0,4,1,0,0,45,0
35,4,8,2,13,0,4,1,0,0,40,1
35,4,1,5,14,1,2,1,3674,0,40,0
35,4,15,0,7,1,0,1,0,0,40,0
35,4,15,2,6,0,4,1,0,0,40,0
35,4,7,0,13,4,4,0,0,0,40,0
35,4,1,0,3,4,4,1,0,0,40,0
35,4,9,4,4,1,4,0,0,0,50,1
35,4,7,4,11,1,4,1,0,0,40,0
35,4,1,2,3,0,4,1,0,2057,40,0
35,4,1,4,7,1,4,1,0,0,40,0
35,4,11,4,3,1,4,1,0,0,40,0
35,4,11,0,12,3,4,0,0,0,40,0
35,0,6,0,0,3,0,1,0,0,38,0
35,4,11,4,7,2,4,1,0,0,40,0
35,4,11,2,7,0,4,1,0,0,40,0
35,4,11,2,4,0,4,1,7688,0,50,1
35,4,15,4,8,4,2,0,0,0,37,0
35,4,8,4,14,1,4,1,0,0,40,0
35,2,12,2,10,0,4,1,0,0,45,1
35,4,11,2,7,0,4,1,0,0,40,0
35,4,9,2,4,0,4,1,0,0,40,1
35,4,1,5,14,1,2,1,0,0,40,0
35,4,11,2,3,0,4,1,0,0,40,0
35,4,9,4,12,3,2,0,0,0,40,0
35,7,11,2,11,0,2,1,0,0,40,0
35,4,15,2,4,0,4,1,0,0,40,1
35,4,15,2,12,5,4,0,0,0,40,1
35,4,11,0,3,4,4,1,2354,0,40,0
35,4,11,2,10,0,4,1,0,0,40,0
35,4,11,2,3,0,4,1,0,0,43,0
35,7,11,2,3,0,4,1,7298,0,40,1
35,5,7,2,12,0,4,1,0,1887,45,1
35,4,1,2,7,0,4,1,0,0,40,0
35,5,14,2,10,0,4,1,0,0,50,1
35,4,9,2,4,0,4,1,0,0,40,1
35,4,11,2,8,5,1,0,0,0,40,0
35,4,11,0,3,1,4,1,0,0,40,0
35,7,9,5,4,1,4,1,0,0,42,0
35,4,9,2,10,0,4,1,0,0,40,1
35,4,8,0,13,3,4,1,0,0,35,0
35,4,11,2,4,0,2,1,0,0,50,1
35,4,8,4,8,1,4,1,0,0,35,0
35,1,9,4,4,3,4,1,0,0,40,0
35,4,15,2,10,0,4,1,0,0,40,1
35,4,15,0,12,4,4,0,0,0,36,0
35,4,11,4,3,4,4,0,114,0,40,0
35,2,11,2,14,0,4,1,0,0,40,0
35,4,8,0,14,1,4,1,0,0,50,0
35,7,15,4,11,1,2,1,0,0,40,0
35,4,2,2,3,5,4,0,0,0,50,0
35,4,8,4,3,3,2,1,0,0,40,0
35,4,7,3,12,3,2,0,0,0,36,0
35,4,11,4,7,1,4,0,0,0,40,0
35,4,15,4,12,1,4,1,0,0,50,0
35,4,9,2,13,0,4,1,0,0,48,0
35,4,11,2,3,0,4,1,0,0,40,0
35,4,15,2,6,0,4,1,0,0,40,0
35,4,11,4,3,3,4,0,0,0,48,0
35,4,9,2,12,0,4,1,0,0,45,1
35,4,12,2,10,0,4,1,0,1977,45,1
35,7,11,0,3,3,4,1,0,0,40,0
35,4,9,4,1,1,4,0,0,0,43,0
35,2,11,2,8,0,0,1,0,0,40,0
35,4,8,2,12,0,4,1,0,0,40,1
35,4,12,4,10,1,1,0,0,0,40,1
35,4,11,2,1,0,4,1,0,0,40,0
35,4,11,0,3,1,4,1,0,0,40,0
35,2,9,0,10,1,4,1,0,0,50,0
35,4,9,4,13,1,1,0,4650,0,40,0
35,4,6,4,4,1,4,0,0,0,40,0
35,4,15,2,3,0,4,1,0,2051,45,0
35,4,11,0,8,4,4,0,0,0,40,0
35,4,11,4,14,3,4,1,0,0,40,0
35,4,9,4,12,1,1,1,0,0,50,0
35,6,11,2,3,2,4,1,0,0,35,0
35,6,11,0,3,1,4,1,0,0,50,0
35,4,6,2,4,5,4,0,0,0,40,0
35,4,11,2,12,0,4,1,0,1902,40,1
35,4,9,4,8,1,4,1,0,0,38,0
35,4,11,0,4,4,4,0,0,0,50,0
35,7,11,0,7,3,4,1,0,0,40,0
35,4,9,5,12,1,4,1,0,0,50,1
35,4,7,4,7,1,4,0,0,0,44,1
35,7,15,4,10,3,4,1,0,0,35,0
35,4,9,4,12,1,4,0,8614,0,45,1
35,4,12,2,1,0,4,1,0,0,40,0
35,4,12,2,10,0,4,1,99999,0,50,1
35,4,15,2,14,0,4,1,0,0,50,0
35,4,11,4,13,1,4,1,0,0,40,0
35,4,11,2,7,0,4,1,0,0,40,0
35,6,8,2,5,0,4,1,0,0,40,0
35,6,11,4,3,1,2,1,0,0,40,0
35,4,7,0,8,4,4,0,0,0,50,0
35,2,15,0,1,4,4,0,0,0,40,0
35,6,11,2,5,0,4,1,0,0,50,0
35,4,15,0,1,1,4,0,0,0,45,0
35,1,9,0,10,1,4,0,0,0,50,1
35,5,9,2,4,0,4,1,0,0,50,1
35,4,11,0,7,4,4,0,0,0,48,0
35,4,15,0,8,4,4,0,0,0,40,0
35,4,9,4,10,1,1,0,0,0,40,1
35,4,11,2,6,0,4,1,0,0,35,0
35,4,2,4,12,1,2,0,0,0,40,0
35,5,11,2,8,0,4,1,0,0,50,0
35,2,15,2,3,0,4,1,0,0,40,1
35,7,15,5,14,1,2,1,0,0,40,0
35,4,11,0,3,4,2,1,0,0,40,0
35,4,15,2,5,0,4,1,0,0,40,0
35,4,11,2,8,0,4,1,0,0,40,1
35,2,12,2,10,5,4,0,0,0,35,1
35,1,11,4,1,3,4,1,0,0,40,0
35,7,9,4,4,1,1,0,2977,0,45,0
35,4,1,0,14,1,4,1,0,0,40,0
35,4,15,4,14,1,4,1,0,0,40,0
35,4,9,2,12,0,4,1,0,0,40,1
35,7,12,4,1,1,4,1,0,0,40,0
35,6,12,2,12,0,4,1,0,0,40,1
35,4,11,2,14,0,4,1,0,0,50,0
35,4,11,2,3,0,4,1,0,0,40,0
35,4,15,0,12,1,4,1,0,1741,50,0
35,4,9,4,4,1,4,0,0,0,45,0
35,4,11,2,3,0,4,1,0,0,40,1
35,4,11,0,3,1,4,1,0,0,40,0
35,4,15,0,7,1,4,1,0,0,40,0
35,4,11,4,7,4,2,0,0,0,40,0
35,4,11,0,1,4,4,0,0,0,40,0
35,1,9,2,10,0,1,1,0,0,40,0
35,2,12,0,1,4,4,0,0,0,41,0
35,4,9,4,4,1,4,1,8614,0,45,1
35,2,11,4,1,1,4,0,0,0,40,0
35,4,15,0,4,1,4,1,0,0,40,0
35,4,9,4,10,1,4,1,0,0,45,0
35,6,7,2,3,0,4,1,0,0,40,0
35,4,9,2,6,0,4,1,7298,0,35,1
35,2,11,2,3,0,4,1,0,0,40,0
35,4,15,2,12,0,4,1,0,0,40,0
35,4,15,4,14,1,4,1,0,0,40,0
35,6,11,2,3,0,4,1,0,0,40,0
35,4,15,2,7,0,4,1,0,0,50,0
35,6,6,2,3,0,4,1,0,0,50,0
35,4,1,0,6,2,4,1,0,0,40,0
35,4,11,2,3,0,4,1,7298,0,40,1
35,4,7,2,3,0,4,1,0,0,45,0
35,0,11,2,0,0,4,1,0,0,40,0
35,4,7,4,1,1,4,0,0,0,35,0
35,4,9,2,12,0,4,1,15024,0,50,1
35,4,11,4,1,4,4,0,0,0,40,0
35,4,12,2,10,0,4,1,0,0,50,0
35,4,2,2,14,0,4,1,0,0,40,0
35,4,3,3,8,1,4,1,0,0,40,0
35,4,15,0,12,1,4,1,0,0,50,0
35,4,5,0,13,4,4,0,0,0,40,0
35,4,9,4,1,3,4,0,0,0,40,0
35,4,11,0,8,3,4,0,0,0,50,0
35,4,11,2,1,5,4,0,4386,0,35,1
35,2,15,2,11,0,3,1,0,0,40,1
35,6,12,2,12,0,4,1,0,0,40,1
35,4,9,2,4,0,4,1,0,1887,45,1
35,2,9,2,11,0,4,1,0,0,48,0
35,4,8,2,3,0,4,1,0,0,50,0
35,6,6,2,3,0,4,1,0,0,50,0
35,4,8,2,1,5,4,0,0,0,40,1
35,4,11,4,1,1,4,1,0,0,40,0
35,4,11,2,12,0,4,1,0,0,40,0
35,4,15,0,1,4,4,0,0,0,39,0
35,2,15,5,1,4,0,0,0,0,40,0
35,4,15,2,11,0,2,1,0,0,40,0
35,4,11,5,3,1,4,1,0,0,50,0
35,4,9,0,10,1,4,0,0,0,40,1
35,4,11,0,6,4,4,0,0,0,40,0
35,4,8,2,8,0,4,1,0,0,40,0
35,4,15,4,1,3,2,1,0,0,40,0
35,4,11,2,1,5,1,0,0,0,40,0
35,6,9,2,3,0,4,1,0,0,45,0
35,4,9,4,12,1,1,1,0,0,50,1
35,4,11,2,8,0,4,1,0,0,40,0
35,4,8,4,3,1,4,1,0,0,50,0
35,4,15,2,12,0,4,1,4064,0,40,0
35,4,1,2,12,5,4,0,0,0,40,0
35,0,11,4,0,4,2,0,0,0,40,0
35,4,9,2,3,0,2,1,0,0,40,1
35,4,1,5,8,4,2,0,0,0,40,0
35,2,12,2,10,0,4,1,0,1887,40,1
35,4,15,2,7,0,4,1,0,0,40,0
35,4,11,5,1,4,4,0,0,0,40,0
35,4,11,0,3,4,4,1,0,0,40,0
35,4,12,2,3,0,4,1,0,0,40,0
35,4,9,0,8,1,4,0,0,0,40,0
35,0,11,6,0,3,4,0,0,0,38,0
35,2,9,2,11,0,4,1,0,0,50,0
35,4,12,4,10,1,4,1,0,0,45,1
35,4,15,2,11,0,4,1,0,0,40,0
35,4,9,2,4,5,4,0,0,0,40,0
35,0,15,0,0,4,4,0,0,0,40,0
35,4,11,2,6,0,4,1,0,0,40,0
35,4,11,2,14,0,4,1,0,0,40,0
35,4,7,2,4,0,4,1,0,0,50,1
35,4,15,4,14,3,4,1,0,0,40,0
35,4,11,2,4,0,4,1,0,0,40,1
35,4,11,0,1,4,2,0,0,0,40,0
35,4,15,4,1,3,4,0,0,2205,40,0
35,6,9,2,12,0,4,1,0,0,40,0
35,4,11,2,3,0,4,1,3137,0,40,0
35,4,1,4,3,3,4,1,6849,0,40,0
35,4,11,2,3,0,4,1,0,0,40,0
35,4,11,0,7,3,4,1,0,0,40,0
35,4,9,2,3,0,4,1,0,0,40,0
35,5,14,2,10,0,4,1,0,0,50,1
35,0,15,0,0,1,0,0,0,0,36,0
35,6,9,2,10,0,4,1,0,0,40,0
35,5,15,2,4,0,4,1,0,0,50,0
35,4,15,4,1,2,2,0,0,0,40,0
35,4,8,0,8,4,2,0,0,0,40,0
35,4,1,4,12,1,4,1,0,0,45,0
35,7,11,2,11,0,4,1,0,0,40,0
35,4,11,2,6,0,4,1,0,0,50,0
35,4,11,2,4,5,4,0,0,0,40,1
35,4,12,4,4,1,4,0,0,0,45,1
35,4,11,2,7,0,4,1,0,0,40,0
35,4,11,2,7,0,4,1,4386,0,48,0
35,5,9,2,10,0,4,1,7298,0,45,1
35,5,7,4,12,3,4,1,0,0,40,0
35,4,11,4,7,3,4,1,0,0,40,0
35,4,11,4,8,1,4,0,0,0,40,0
35,4,8,2,8,0,4,1,0,0,40,0
35,7,8,2,13,0,4,1,0,0,45,0
35,6,6,2,3,0,4,1,0,0,40,0
35,7,8,4,3,1,4,1,0,0,40,0
35,4,11,4,7,1,4,0,0,0,40,0
35,4,11,2,3,0,4,1,3137,0,40,0
35,4,15,2,10,0,4,1,0,0,40,1
35,4,9,4,10,1,4,1,0,0,40,0
35,4,11,0,3,4,2,1,0,0,40,0
35,4,9,4,4,3,4,0,0,0,40,0
35,4,9,2,1,0,1,1,0,0,40,1
35,4,12,2,4,0,4,1,0,0,50,1
35,4,11,3,14,2,4,0,0,0,40,0
35,4,11,0,8,1,4,0,0,0,40,0
35,4,15,2,12,0,4,1,0,0,50,0
35,4,9,4,8,1,4,0,0,0,45,0
35,4,15,2,13,0,4,1,0,0,40,1
35,7,9,2,4,5,4,0,0,0,35,1
35,7,11,2,11,0,4,1,0,0,40,1
35,4,4,2,7,0,1,1,0,0,50,0
35,4,9,2,10,0,4,1,0,0,48,1
35,7,15,0,13,4,4,0,0,0,40,0
35,4,8,0,4,4,4,1,0,0,40,0
35,4,12,3,11,1,4,1,0,0,40,0
35,4,15,2,4,0,4,1,0,0,40,0
35,2,11,4,12,3,2,1,0,0,38,0
35,6,11,4,7,3,4,1,8614,0,40,1
35,4,8,2,3,5,4,0,0,0,44,0
35,6,14,2,10,0,4,1,0,0,50,1
35,4,9,4,4,1,4,1,0,0,40,0
35,7,7,6,4,1,4,0,0,0,40,0
35,4,8,2,1,0,4,1,15024,0,40,1
35,0,1,2,0,0,4,1,0,2603,40,0
35,4,15,2,12,0,4,1,7298,0,48,1
35,4,11,0,14,1,4,1,0,0,40,0
35,2,11,2,8,0,4,1,0,0,40,0
35,2,7,2,11,0,4,1,0,0,52,0
35,4,15,4,1,1,4,0,0,0,38,0
35,5,11,2,3,0,4,1,0,0,50,0
35,4,9,4,8,2,4,1,0,0,50,0
35,7,15,2,13,0,4,1,5013,0,40,0
35,4,9,0,12,1,4,0,0,0,40,0
35,4,11,2,1,0,4,1,0,0,40,0
35,4,11,5,7,1,4,1,3674,0,52,0
35,4,15,2,14,0,0,1,0,1887,40,1
35,4,11,0,12,1,4,0,0,0,40,0
35,4,8,0,10,4,4,0,0,0,40,1
35,2,15,2,3,0,4,1,0,0,40,0
35,4,9,2,10,5,4,0,15024,0,35,1
35,4,15,2,3,0,4,1,4064,0,35,0
35,4,7,1,1,5,4,0,0,0,40,0
35,7,12,4,10,1,4,0,0,0,40,0
35,4,15,0,7,4,1,0,0,0,40,0
35,0,14,4,0,1,1,1,4787,0,45,1
35,4,11,2,3,0,4,1,0,0,40,0
35,0,15,2,0,0,2,1,0,0,40,0
35,4,15,2,3,0,4,1,0,0,52,0
35,4,6,4,3,1,4,1,0,0,40,0
35,6,15,2,3,0,4,1,0,0,40,1
35,4,11,2,14,0,4,1,0,0,50,1
35,4,10,2,10,0,4,1,7298,0,40,1
35,4,2,0,3,1,4,1,0,0,50,1
35,4,11,5,8,1,2,1,0,0,40,0
35,4,15,5,10,4,4,0,0,0,45,1
35,4,15,2,14,0,1,1,0,0,40,0
35,6,15,2,12,0,4,1,0,0,50,0
35,6,0,2,14,0,2,1,0,0,50,0
35,4,9,4,10,1,4,1,0,0,50,1
35,4,11,4,3,1,4,1,0,1408,40,0
35,4,15,0,1,4,4,0,0,0,40,0
35,4,6,2,8,0,4,1,0,0,40,0
35,4,11,2,6,0,4,1,0,0,48,1
35,7,11,2,8,0,4,1,0,0,40,0
35,4,9,4,12,3,1,1,0,1590,40,0
35,4,9,2,12,0,4,1,0,0,40,1
35,4,9,2,4,0,4,1,0,0,40,1
35,4,9,4,8,1,4,1,0,0,37,0
35,4,1,0,3,1,2,1,0,0,40,0
35,4,11,0,8,1,4,0,0,0,35,0
35,4,11,0,4,1,4,1,0,0,40,0
35,4,12,4,10,1,4,0,0,0,40,0
35,4,11,4,10,4,4,0,0,0,35,0
35,4,8,2,3,0,4,1,0,0,40,1
35,4,9,4,13,1,2,1,0,0,40,0
35,2,12,2,10,5,4,0,15024,0,50,1
35,4,11,2,8,5,4,0,0,0,40,1
35,4,11,3,8,4,4,0,0,0,52,0
35,4,15,0,7,4,4,1,0,0,40,0
35,4,11,2,3,0,2,1,0,0,40,0
35,4,15,2,4,0,4,1,0,0,40,1
35,4,9,2,3,0,4,1,0,0,50,1
35,4,11,3,1,4,2,0,0,0,40,0
35,4,8,2,4,0,4,1,3103,0,50,1
35,4,9,2,8,0,1,1,0,0,40,0
35,4,15,2,3,0,3,1,0,0,45,1
35,4,12,2,4,0,4,1,0,0,40,0
35,4,9,2,4,0,4,1,0,0,40,1
35,5,15,2,12,0,4,1,0,0,50,1
35,4,15,0,10,1,4,0,0,0,40,0
35,4,12,4,10,1,4,0,0,0,35,0
35,4,9,4,4,1,4,1,0,0,45,0
35,4,11,2,3,0,4,1,0,2377,40,0
35,4,11,5,14,1,4,1,0,0,40,0
35,4,11,0,8,1,4,0,0,0,35,0
35,4,15,0,7,1,4,0,0,0,40,0
35,4,9,3,10,1,1,0,0,0,40,0
35,4,8,2,1,0,2,1,0,0,40,0
35,6,9,2,10,0,4,1,0,0,40,0
35,4,11,2,3,0,4,1,0,0,40,0
35,5,12,2,1,0,4,1,0,0,50,0
35,4,15,5,14,1,2,0,0,0,40,1
35,6,14,2,10,0,4,1,0,0,40,1
35,4,15,2,3,0,2,1,0,0,50,1
35,6,15,3,3,1,4,1,0,0,40,0
35,4,0,2,3,0,4,1,0,0,40,0
35,4,15,2,12,0,4,1,0,0,50,0
35,4,11,2,7,0,4,1,0,0,40,0
35,4,12,2,10,2,4,1,7298,0,40,1
35,4,9,4,12,1,4,1,0,0,50,0
35,1,12,4,4,1,4,1,8614,0,40,1
35,2,11,2,3,0,4,1,0,0,40,1
35,7,11,0,10,4,4,0,0,0,40,0
35,4,15,2,4,0,4,1,0,0,50,0
35,4,9,4,10,1,4,0,0,0,40,0
35,4,8,2,13,0,4,1,0,0,40,1
35,6,11,2,3,0,4,1,0,0,40,0
35,1,9,3,4,1,2,1,0,0,40,0
35,4,9,4,12,1,4,1,0,0,40,0
35,4,9,2,12,0,4,1,0,0,45,1
35,4,1,0,7,4,4,0,0,0,40,0
35,4,11,2,3,0,4,1,0,0,40,0
35,4,9,2,12,0,4,1,0,0,50,1
35,4,15,2,3,0,4,1,0,0,50,0
35,2,15,2,10,0,2,1,0,0,40,0
35,4,15,2,10,0,4,1,7688,0,38,1
35,4,9,2,8,0,4,1,0,0,40,0
35,4,15,4,3,1,4,1,0,0,45,0
35,4,11,0,3,1,4,1,0,0,40,0
35,4,11,2,6,0,4,1,0,0,40,0
35,4,11,2,3,0,4,1,0,0,40,1
35,4,12,2,1,0,4,1,0,0,45,1
35,5,15,2,12,0,4,1,0,1740,40,0
35,4,11,2,3,0,4,1,0,0,50,1
35,4,9,4,10,3,4,1,0,0,40,0
35,4,15,2,1,0,4,1,0,0,50,1
35,4,9,2,3,0,1,1,0,0,40,1
35,7,15,4,1,3,4,0,0,0,38,0
35,4,0,2,7,0,4,1,0,0,45,0
35,6,15,4,3,3,4,1,0,0,40,0
35,4,11,4,7,1,1,1,0,0,40,0
35,4,11,5,10,2,2,0,0,0,40,0
35,2,15,2,11,0,4,1,0,0,40,0
35,4,1,2,5,0,4,1,0,0,40,0
35,4,11,2,14,0,4,1,0,0,40,0
35,4,11,4,7,3,4,1,0,0,48,0
35,2,9,0,10,1,4,1,0,0,40,0
35,4,11,2,3,0,4,1,0,0,42,0
35,4,15,2,10,0,4,1,0,0,40,0
35,2,9,2,10,0,4,1,0,0,50,0
35,7,15,0,1,4,2,0,0,0,40,0
35,2,9,2,12,0,1,1,7298,0,40,1
35,4,7,5,12,4,4,1,0,0,40,0
35,4,8,2,3,0,4,1,3103,0,40,1
35,4,8,2,3,0,4,1,0,0,40,1
35,4,11,4,6,1,4,0,0,0,40,0
35,4,7,2,8,5,4,0,0,0,35,1
35,4,1,2,5,0,4,1,0,0,40,0
35,4,2,2,3,0,4,1,0,0,40,0
35,7,11,0,11,4,4,0,0,0,40,0
35,4,9,2,4,0,4,1,15024,0,45,1
35,4,9,2,4,0,4,1,0,0,45,1
35,4,11,2,5,0,4,1,0,0,35,0
35,6,2,4,8,1,2,0,0,0,40,0
